id;label;vocab;ref_id;created_at;updated_at
019adb05-abfb-7357-98a6-7dbb4506b440;living;VCAA;720;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-ac6a-707f-b1cc-8a8b7e074060;mezanino;VCAA;763;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-acd6-7086-a56e-8067939a6d23;pátio;VCAA;869;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-ad43-709f-b2f7-2f20281d6304;porão;VCAA;953;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-adb1-713a-b701-e5e6edba812b;quartos;VCAA;1011;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-ae1e-703a-b835-b18c2c16dfab;quintal;VCAA;1013;"2025-12-01 14:46:13";"2025-12-01 14:46:13"
019adb05-ae8b-71b8-8a8e-eb9334d98562;saguão;VCAA;1054;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-aef7-73d6-9165-ef60686bec38;"sala de almoço";VCAA;2061;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-af66-7172-8196-12e14695f108;"sala de jantar";VCAA;2063;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-afd3-7282-a1be-ce903e7bdece;salão;VCAA;2066;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-b040-71b9-937c-618fa316d2bc;"salas de estar";VCAA;1056;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-b0ae-71fb-870d-da37d2e424fc;sótão;VCAA;1095;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-b11d-718b-81a0-23795934e9e5;suítes;VCAA;2866;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-b18a-7121-818d-45806f5b54c7;terraço;VCAA;1136;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-b1f6-700f-9933-dc70293b0c7a;vestíbulos;VCAA;1211;"2025-12-01 14:46:14";"2025-12-01 14:46:14"
019adb05-b3b9-7019-aa2a-b467e1a49d56;"casas de adobe";VCAA;3064;"2025-12-01 14:46:15";"2025-12-01 14:46:15"
019adb05-b427-71b3-86e8-7766bf2d8f2e;"casas de alvenaria";VCAA;3065;"2025-12-01 14:46:15";"2025-12-01 14:46:15"
019adb05-b494-70e8-8c6d-357994b973dd;"casas de bloco de concreto";VCAA;3066;"2025-12-01 14:46:15";"2025-12-01 14:46:15"
019adb05-b500-73be-8389-6176a48d9a0f;"casas de concreto";VCAA;3068;"2025-12-01 14:46:15";"2025-12-01 14:46:15"
019adb05-b56d-73eb-96fc-a227e11e6b3f;"casas de enxaimel";VCAA;3076;"2025-12-01 14:46:15";"2025-12-01 14:46:15"
019adb05-b5d8-7382-af32-95d8fc425b86;"casas de madeira";VCAA;3070;"2025-12-01 14:46:15";"2025-12-01 14:46:15"
019adb05-b646-710b-ab8b-af03bdd0241d;"casas de pau a pique";VCAA;3073;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-b6b2-73b6-9bbe-691fa35a1780;"casas de pedra";VCAA;3069;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-b720-7105-9212-3f6764ef61fc;"casas de sapé";VCAA;3075;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-b78d-7056-8bc3-b79991d46c6b;"casas de solo de cimento";VCAA;3071;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-b7fc-707d-831b-4b343ed01960;"casas de taipa";VCAA;3074;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-b867-7273-91c6-e3c36ee3ce77;"casas de tijolos";VCAA;3067;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-b8d5-719b-8109-52b6b9373b87;"casas pré fabricadas";VCAA;3072;"2025-12-01 14:46:16";"2025-12-01 14:46:16"
019adb05-ba9a-7202-afdc-fd3f0ac693a1;alojamentos;VCAA;1828;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bb15-709d-87a4-9dc3c96714e4;apartamentos;VCAA;1827;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bb81-728c-b7f9-c869b45a0f4e;casas;VCAA;2051;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bbef-726e-8877-f542f52e2f8b;"casas móveis";VCAA;2836;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bc5c-70ac-a240-735841e956c8;"casas subterrâneas";VCAA;2837;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bcc9-72df-afe3-ddd05e4f7eac;chalés;VCAA;340;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bd36-70a4-bcc8-2342b8e19425;"edifícios de apartamentos";VCAA;6475;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-bda2-73b6-ab45-8d90eb860c66;lofts;VCAA;2820;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
019adb05-be0e-702f-9ca7-12a38c93fb34;mansões;VCAA;2834;"2025-12-01 14:46:17";"2025-12-01 14:46:17"
