id;name;count;type
1820;entreedificios;20;NULL
1821;novamérica;2;NULL
1822;"santo amaro";1;NULL
1823;victorcivita;11;NULL
1824;#victorcivita;11;NULL
1825;ruínas;16;NULL
1826;vivisp;0;NULL
1827;lúdico;5;NULL
1828;"espaço público";0;NULL
1829;mci;0;NULL
1830;basurama;0;NULL
1831;"a cidade é para brincar";0;NULL
1832;#arcosdojanio;24;NULL
1833;#avenida23demaio;24;NULL
1834;#graffiti;24;NULL
1835;#espaco537;3;NULL
1836;#viaexpressa;23;NULL
1837;#ponte;13;NULL
1838;"vila operaria maria zelia";14;NULL
1839;entreedificio;4;NULL
1840;#casadopovo;13;NULL
1841;#rua;1;NULL
1842;lousa;1;NULL
1843;"data imprecisa";0;NULL
1844;#dentro;4;NULL
1845;#fora;4;NULL
1846;#pessoas;3;NULL
1847;#janela;4;NULL
1848;#entrada;2;NULL
1849;#oficina;1;NULL
1850;#grupo;1;NULL
1851;#política;1;NULL
1852;#experimental;1;NULL
1853;#ruína;2;NULL
1854;#transição;1;NULL
1855;tenalha;1;NULL
1856;ime2014;1;NULL
1857;teste16102015-album;0;NULL
1858;#viradacientifica2015;7;NULL
1859;diagonal;1;NULL
1860;inclinação;1;NULL
1861;tangerina;1;NULL
1862;#casademolida;8;NULL
1863;#casaabandonada;8;NULL
1864;#terraco;1;NULL
1865;#mirante;1;NULL
1866;#paisagem;1;NULL
1867;#telhaquebrada;1;NULL
1868;#musgoverde;1;NULL
1869;#cba;1;NULL
1870;comunidade;0;NULL
1871;"novamerica office park";1;NULL
1872;casal;1;NULL
1873;skyline;1;NULL
1874;pessoas;1;NULL
1875;"vila madalena";1;NULL
1876;grama;2;NULL
1877;piquenique;1;NULL
1878;#vivisp;6;NULL
1879;escorregador;1;NULL
1880;crianças;1;NULL
1881;"pedro moreira ribeiro";4;NULL
1882;fenestrações;3;NULL
1883;portal;11;Livre
1884;almofada;20;Livre
1885;ombreira;5;Livre
1886;"verga ornada";1;Livre
1887;*educação;1;NULL
1888;*espaçopublico;1;NULL
1889;*arquiteturaescolar;1;NULL
1890;*acessibilidade;1;NULL
1891;*creche;1;NULL
1892;*arquiteturacontemporanea;1;NULL
1893;"período colonial";3;NULL
1894;teste_31102015;0;NULL
1895;pré-moldado;52;Livre
1896;"estrutura de concreto";63;Livre
1897;institucional;64;Livre
1898;reitoria;22;Livre
1899;"iluminação natural";8;Livre
1900;instituto;54;Livre
1901;"rampa suspensa";1;Livre
1902;"espelho dágua";101;Livre
1903;"piso de borracha";6;Livre
1904;"vaso pendente";2;Livre
1905;administrativo;29;Livre
1906;transporte;38;Livre
1907;"vão livre";25;Livre
1908;pilotis;43;Livre
1909;"#arcosdalapa #rio";1;Livre
1910;brasil;9;Livre
1911;pampulha;15;Livre
1912;"minas gerais";31;Livre
1913;religiao;16;Livre
1914;modernismo;258;Livre
1915;"belo horizonte";11;Livre
1916;niemeyer;70;Livre
1917;bw;2;Livre
1918;#representar2015;76;Livre
1919;edifício;185;Livre
1920;centro;23;Livre
1921;"ribeirão preto";71;Livre
1922;lâminas;1;Livre
1923;"palacete josé caetano borges";1;Livre
1924;"catedral metropolitana";3;Livre
1925;uberaba;40;Livre
1926;representar2015;4;Livre
1927;deriva;44;Livre
1928;"igreja santa rita";1;Livre
1929;uniube;4;Livre
1930;"paço municipal major eustáquio";1;Livre
1931;paisagismo;26;Livre
1932;campus;129;Livre
1933;universidade;215;Livre
1934;"estrutura metálica";18;Livre
1935;grelha;1;Livre
1936;colméia;1;Livre
1937;geometria;5;Livre
1938;luz;17;Livre
1939;sombra;3;Livre
1940;formas;1;Livre
1941;linhas;1;Livre
1942;teto;11;Livre
1943;redonda;1;Livre
1944;"pilar redondo";1;Livre
1945;#traçadourbano;1;Livre
1946;"#representar2015 universidade campus uniube pontodefuga";0;Livre
1947;patrimônio;28;Livre
1948;#madeira;2;Livre
1949;#escada;2;Livre
1950;sesc;60;Livre
1951;retrofit;1;Livre
1952;#ocupação;3;Livre
1953;#janela;3;Livre
1954;#saopaulo;3;Livre
1955;#passagemliterária;2;Livre
1956;#consolação;5;Livre
1957;#ecologic;2;Livre
1958;#prainhabranca;6;Livre
1959;#caminhos;2;Livre
1960;#comunidade;1;Livre
1961;"#representar2015 #ecologic #prainhabranca #madeira #pedras";1;Livre
1962;arquitetura;67;Livre
1963;constraste;1;Livre
1964;contemporaneo;25;Livre
1965;"zaha hadid";1;Livre
1966;roma;4;Livre
1967;maxxi;1;Livre
1968;estrutura;57;Livre
1969;"caixa dágua";100;Livre
1970;#mataatlântica;5;Livre
1971;#ruínas;1;Livre
1972;#patrimônio;1;Livre
1973;#ruína;0;Livre
1974;#ocupações;1;Livre
1975;#revitalizar;2;Livre
1976;"oscar niemeyer";16;Livre
1977;olho;1;Livre
1978;curitiba;21;Livre
1979;eclético;17;Livre
1980;#camping;1;Livre
1981;#hostel;0;Livre
1982;#restaurar;0;Livre
1983;hostel;2;Livre
1984;restauraçao;5;Livre
1985;castelo;6;Livre
1986;workshop;2;Livre
1987;"lina bo bardi";22;Livre
1988;"triangulo mineiro";9;Livre
1989;uberlândia;17;Livre
1990;tijolinho;9;Livre
1991;círculo;9;Livre
1992;cerrado;9;Livre
1993;bilbioteca;8;Livre
1994;ufu;8;Livre
1995;"paulo zimbres";8;Livre
1996;gêmeas;8;Livre
1997;"prainha branca";1;Livre
1998;ocupação;1;Livre
1999;#bw;4;Livre
2000;vegetação;24;Livre
2001;temporário;2;Livre
2002;fronteira;2;Livre
2003;limite;5;Livre
2004;interface;1;Livre
2005;verde;2;Livre
2006;pedestre;5;Livre
2007;"rua de lazer";2;Livre
2008;ônibus;1;Livre
2009;ciclovia;5;Livre
2010;"espaço público";23;Livre
2011;"praça interna";2;Livre
2012;polícia;1;Livre
2013;acesso;18;Livre
2014;faixa;2;Livre
2015;#arquitetura;5;Livre
2016;#espelhodagua;1;Livre
2017;#paisagismo;2;Livre
2018;#fechamentos;1;Livre
2019;#planos;1;Livre
2020;#contraste;1;Livre
2021;#conforto;1;Livre
2022;#ambiente;1;Livre
2023;conexão;1;Livre
2024;verticalidade;1;Livre
2025;architecture;1;Livre
2026;minhocão;44;Livre
2027;elevado;38;Livre
2028;"via expressa";1;Livre
2029;avenida;67;Livre
2030;"são joão";1;Livre
2031;"são paulo";111;Livre
2032;urbano;3;Livre
2033;"paisagem urbana";4;Livre
2034;copan;5;Livre
2035;"preto e branco";2;Livre
2036;"altino arantes";3;Livre
2037;banespa;3;Livre
2038;"torre do banespa";1;Livre
2039;"viaduto santa ifigênia";1;Livre
2040;"santa ifigênia";1;Livre
2041;"banco do brasil";1;Livre
2042;cidade;29;Livre
2043;"praça do correio";1;Livre
2044;martinelli;7;Livre
2045;"edificio martinelli";1;Livre
2046;sescpompeia;2;Livre
2047;linabobardi;5;Livre
2048;brutalismo;169;Livre
2049;novoevelho;2;Livre
2050;historia;12;Livre
2051;#plano;1;Livre
2052;#vidro;1;Livre
2053;#fechamento;1;Livre
2054;tijolo;67;Livre
2055;à;1;Livre
2056;vista;18;Livre
2057;teste;1;Livre
2058;09122015;0;Livre
2059;casario;7;Livre
2060;ruína;23;Livre
2061;sobrado;53;Livre
2062;postal;39;Livre
2063;público;26;Livre
2064;cadeia;1;Livre
2065;prisão;1;Livre
2066;detenção;1;Livre
2067;militar;10;Livre
2068;religioso;93;Livre
2069;grafismo;2;Livre
2070;contraste;3;Livre
2071;sobreposição;13;Livre
2072;pinázio;0;Livre
2073;rótula;0;Livre
2074;doca;1;Livre
2075;relógio;12;Livre
2076;pináculo;28;Livre
2077;cruzeiro;7;Livre
2078;fronstispício;0;Livre
2079;"pilar adosado";0;Livre
2080;guarnição;5;Livre
2081;"pilar adossado";3;Livre
2082;"janela duas folhas";3;Livre
2083;"janela com rótula";0;Livre
2084;"janela de pinázios";0;Livre
2085;"porta duas folhas";3;Livre
2086;"azulejo poruguês";1;Livre
2087;"janela com pinázio";0;Livre
2088;"janela com duas folhas";0;Livre
2089;altar-mor;13;Livre
2090;"coluna adossada";16;Livre
2091;frontispício;11;Livre
2092;"porta almofadada";0;Livre
2093;"abóboda de berço";1;Livre
2094;"janela com pinásio";0;Livre
2095;"porta com almofadas";3;Livre
2096;brasão;2;Livre
2097;campanário;11;Livre
2098;frontispíco;3;Livre
2099;frankgehry;1;Livre
2100;porão;2;Livre
2101;misto;1;Livre
2102;"ouro preto";12;Livre
2103;casa;626;Livre
2104;colonial;25;Livre
2105;"cidade histórica";4;Livre
2106;"elevado costa e silva";6;Livre
2107;"arquitetura ecletica";4;Livre
2108;"arquitetura paulista";10;Livre
2109;"sesc pompeia";14;Livre
2110;"lina bobardi";2;Livre
2111;lina;35;Livre
2112;"cidade administrativa";1;Livre
2113;inhotim;1;Livre
2114;"museu arte contemporânea";1;Livre
2115;cobre;1;Livre
2116;portada;16;Livre
2117;moldura;2;Livre
2118;cantaria;9;Livre
2119;postigo;1;Livre
2120;"frontão fracionado";1;Livre
2121;"porta de almofadas";1;Livre
2122;entablamento;5;Livre
2123;"portada de almofadas";1;Livre
2124;"edificio italia";1;Livre
2125;bandeiras;1;Livre
2126;"centro de sp";4;Livre
2127;haddad;1;Livre
2128;sp;44;Livre
2129;consolação;1;Livre
2130;louvre;1;Livre
2131;"sao luis";1;Livre
2132;pastilhas;3;Livre
2133;pirituba;1;Livre
2134;"zona oeste";1;Livre
2135;"óculo cegado";1;Livre
2136;pedra-sabão;2;Livre
2137;medalhão;1;Livre
2138;"entablamento interrompido";2;Livre
2139;"lazer de sp";3;Livre
2140;"domingo em sp";3;Livre
2141;ocupa;3;Livre
2142;pompeia;34;Livre
2143;"casa das caldeiras";1;Livre
2144;matarazzo;1;Livre
2145;"palestra italia";1;Livre
2146;"torre sineira";15;Livre
2147;cimalha;1;Livre
2148;"esfera flamejante";1;Livre
2149;itaipu;9;Livre
2150;púlpito;12;Livre
2151;camarim;0;Livre
2152;ratábulo;1;Livre
2153;coroamento;0;Livre
2154;brasilia;88;Livre
2155;raw;4;Livre
2156;igrejinha;2;Livre
2157;"asa sul";3;Livre
2158;"plano piloto";40;Livre
2159;"athos bulcão";3;Livre
2160;"super quadra";1;Livre
2161;"quadra modelo";1;Livre
2162;"modernismo brasileiro";1;Livre
2163;niemyer;1;Livre
2164;"marianne peretti";5;Livre
2165;"mulheres brasileiras";5;Livre
2166;"lucio costa";4;Livre
2167;"eixo monumental";2;Livre
2168;fau;58;Livre
2169;"fau unb";5;Livre
2170;icc;5;Livre
2171;unb;16;Livre
2172;lelé;14;Livre
2173;"dom bosco";12;Livre
2174;sobrepoicao;2;Livre
2175;panoramica;2;Livre
2176;"vr panorama";2;Livre
2177;"concha acustica";12;Livre
2178;panteao;6;Livre
2179;"arthur nogueira";2;Livre
2180;"interiorer sao paulo";2;Livre
2181;ferrovia;23;Livre
2182;"estrada de ferro";5;Livre
2183;paulista;4;Livre
2184;"ferrovia paulista";3;Livre
2185;"interior de sao paulo";3;Livre
2186;energia;16;Livre
2187;eletricidade;2;Livre
2188;orquidario;7;Livre
2189;"praia grande";9;Livre
2190;"litoral paulista";7;Livre
2191;"por do sol";10;Livre
2192;industria;33;Livre
2193;mackenzie;13;Livre
2194;reforma;4;Livre
2195;construção;188;Livre
2196;faumack;2;Livre
2197;alphaville;6;Livre
2198;"nossa senhora do rosario";17;Livre
2199;negros;17;Livre
2200;escravos;22;Livre
2201;"lazer em sp";28;Livre
2202;"lazer sp";9;Livre
2203;embu;5;Livre
2204;artes;10;Livre
2205;"praça da liberdade";6;Livre
2206;japao;5;Livre
2207;"cultura japonesa";5;Livre
2208;colonia;33;Livre
2209;portugal;28;Livre
2210;minas;48;Livre
2211;ouro;38;Livre
2212;"hélio oiticica";5;Livre
2213;"museu do ipiranga";12;Livre
2214;ipiranga;12;Livre
2215;independencia;12;Livre
2216;imigrantes;5;Livre
2217;italianos;5;Livre
2218;hospedaria;5;Livre
2219;lapa;1;Livre
2220;bairro;9;Livre
2221;distrito;9;Livre
2222;"operação urbana";1;Livre
2223;"rio de janeiro";14;Livre
2224;urbanismo;27;Livre
2225;urbanização;24;Livre
2226;ibirapuera;5;Livre
2227;"brasil arquitetura";1;Livre
2228;"conjunto nacional";1;Livre
2229;"jardim botânico";129;Livre
2230;beijódromo;3;Livre
2231;"buenos aires";4;Livre
2232;"congreso de la nación argentina";4;Livre
2233;"congreso de la nación";4;Livre
2234;"congresso da nação argentina";4;Livre
2235;argentina;4;Livre
2236;"o pensador";1;Livre
2237;rodin;1;Livre
2238;"praça lorea";1;Livre
2239;"colonia del sacramento";8;Livre
2240;uruguai;8;Livre
2241;gato;3;Livre
2242;tempo;8;Livre
2243;"arquitetura espanhola";7;Livre
2244;"arquitetura portuguesa";7;Livre
2245;"centro histórico";37;Livre
2246;merlão;0;Livre
2247;"aba corrida";0;Livre
2248;compoteira;0;Livre
2249;dossel;5;Livre
2250;talha;31;Livre
2251;lambrequim;1;Livre
2252;"água furtada";5;Livre
2253;bndeira;0;Livre
2254;"casa de cultura";9;Livre
2255;gradil;4;Livre
2256;bicicletário;3;Livre
2257;mobilidade;4;Livre
2258;balneário;115;Livre
2259;#cine;2;Livre
2260;#preexistencia;2;Livre
2261;#mube;1;Livre
2262;#paulomendesdarocha;1;Livre
2263;#uberaba;2;Livre
2264;#grandcine;1;Livre
2265;#cinemetropole;1;Livre
2266;#minasgerais;1;Livre
2267;#curitiba;2;Livre
2268;#vertical;2;Livre
2269;#parque;1;Livre
2270;#capela;1;Livre
2271;projeto;736;Livre
2272;implantação;18;Livre
2273;"portada com almofadas";3;Livre
2274;nave;4;Livre
2275;ornato;0;Livre
2276;"capela lateral";1;Livre
2277;prebistério;0;Livre
2278;planta;80;Livre
2279;maquete;662;Livre
2280;porta-varanda;0;Livre
2281;sineira;0;Livre
2282;cartela;0;Livre
2283;nicho;13;Livre
2284;agulha;0;Livre
2285;"bandeira fixa";0;Livre
2286;porta-sacada;8;Livre
2287;coro;7;Livre
2288;pintura;17;Livre
2289;"pedra de arrecife";0;Livre
2290;armoriado;0;Livre
2291;móvel;5;Livre
2292;"forro artesoado";2;Livre
2293;flecha;1;Livre
2294;batistério;2;Livre
2295;claustro;9;Livre
2296;"arco em asa de cesto";1;Livre
2297;"abóbada de canhão";1;Livre
2298;retábulo;4;Livre
2299;"janela de guilhotina";1;Livre
2300;pinásio;1;Livre
2301;"janela de duas folhas";3;Livre
2302;"coroamento bulboso";6;Livre
2303;arenito;4;Livre
2304;marfim;1;Livre
2305;pia;2;Livre
2306;croqui;39;Livre
2307;desenho;188;Livre
2308;"altar lateral";7;Livre
2309;valinhos;2;Livre
2310;figo;2;Livre
2311;"interior sp";2;Livre
2312;"arquitetura religiosa";9;Livre
2313;cecap;11;Livre
2314;madeira-mármore;1;Livre
2315;"abóbada de nervura";1;Livre
2316;"igreja do bom jesus";0;Livre
2317;estátua;8;Livre
2318;pódio;1;Livre
2319;"coluna jônica";1;Livre
2320;"pedra lavrada";1;Livre
2321;porta-janela;3;Livre
2322;convento;5;Livre
2323;guranição;1;Livre
2324;"altar mor";0;Livre
2325;baluarte;2;Livre
2326;talude;15;Livre
2327;"mármore ojô";2;Livre
2328;guarita;3;Livre
2329;"janela de púlpito";11;Livre
2330;bacia;1;Livre
2331;"sobrado colonial";10;Livre
2332;"casa térrea";5;Livre
2333;"janela de eixo vertical";4;Livre
2334;camarinha;2;Livre
2335;"janela de rótula";1;Livre
2336;serra;4;Livre
2337;"estrutura em aço";16;Livre
2338;ecletismo;51;Livre
2339;textura;5;Livre
2340;islãmico;1;Livre
2341;paróquia;3;Livre
2342;romanico;4;Livre
2343;mosteiro;13;Livre
2344;gótico;4;Livre
2345;hebreu;1;Livre
2346;bizantino;1;Livre
2347;orla;3;Livre
2348;"beira mar";1;Livre
2349;"balcão corrido";1;Livre
2350;janelas;15;Livre
2351;"azulejo português";2;Livre
2352;igreja~;1;Livre
2353;belohorizonte;1;Livre
2354;passeio2016;5;Livre
2355;fauusp;4;Livre
2356;#passeio2016;1;Livre
2357;#euquetirei;1;Livre
2358;pordosol;1;Livre
2359;estaiada;1;Livre
2360;"ponte octávio frias de oliveira";1;Livre
2361;"centro de ciências";20;Livre
2362;pré-fabricado;51;Livre
2363;fórum;19;Livre
2364;engenho;13;Livre
2365;"sala de aula";21;Livre
2366;skyline;8;Livre
2367;árvore;4;Livre
2368;corte;43;Livre
2369;"viga gerber";7;Livre
2370;contraventamento;8;Livre
2371;"iluminação zenital";166;Livre
2372;"parede circular";9;Livre
2373;fronstipício;1;Livre
2374;oscar;2;Livre
2375;modernista;3;Livre
2376;usp;100;Livre
2377;e1;1;Livre
2378;"são carlos";1;Livre
2379;"cachoeira ba";1;Livre
2380;bahia;4;Livre
2381;"recôncavo baiano";1;Livre
2382;"arquitetura colonial";14;Livre
2383;casca;24;Livre
2384;senado;9;Livre
2385;congresso;7;Livre
2386;"torre de circulação";1;Livre
2387;memorial;15;Livre
2388;"mosaico português";44;Livre
2389;circulação;28;Livre
2390;travamento;1;Livre
2391;"estrutura de aço";1;Livre
2392;agência;5;Livre
2393;"ponto de ônibus";23;Livre
2394;paço;13;Livre
2395;por-do-sol;0;Livre
2396;edificios;5;Livre
2397;"conominio solar de amigos";2;Livre
2398;"capela nossa senhora aparecida";3;Livre
2399;shopping;1;Livre
2400;catraca;1;Livre
2401;"favela vertical";3;Livre
2402;sacristia;1;Livre
2403;"condomínio solar de amigos";4;Livre
2404;capelas;13;Livre
2405;"condomínios fechados";7;Livre
2406;"condomínio nossa senhora aparecida";1;Livre
2407;piscinas;2;Livre
2408;"edifícios residenciais";3;Livre
2409;"escultores brasileiros";0;Livre
2410;armazém;13;Livre
2411;cultural;70;Livre
2412;"ato religioso";1;Livre
2413;costume;1;Livre
2414;"arquitetura prisional";1;Livre
2415;gruta;2;Livre
2416;jardins;1;Livre
2417;cachoeira;4;Livre
2418;tietê;4;Livre
2419;"espaço livre";2;Livre
2420;"telhado em duas águas";1;Livre
2421;"margem dágua";1;Livre
2422;refeitório;3;Livre
2423;residencial;37;Livre
2424;cafeteria;1;Livre
2425;"detalhes artísticos";6;Livre
2426;mão;3;Livre
2427;depredação;1;Livre
2428;"escultura tumular";2;Livre
2429;"arquitetura hospitalar";5;Livre
2430;metrô;41;Livre
2431;"estação metroviária";1;Livre
2432;"transporte urbano";1;Livre
2433;"casa de vidro";5;Livre
2434;tubulação;12;Livre
2435;jardineira;6;Livre
2436;"estrutura de madeira";5;Livre
2437;"pedra mineira";2;Livre
2438;playground;4;Livre
2439;vila;14;Livre
2440;"vila operária";15;Livre
2441;espaco573;1;Livre
2442;pinacoteca;26;Livre
2443;"liceu de artes e ofícios";16;Livre
2444;arte;25;Livre
2445;restauro;37;Livre
2446;"terminal de ônibus";4;Livre
2447;"transporte público";23;Livre
2448;"grandes estruturas";23;Livre
2449;"art deco";18;Livre
2450;"porta giratória";1;Livre
2451;esquadrias;1;Livre
2452;"pano de vidro";34;Livre
2453;"portão duas folhas";2;Livre
2454;"arco angrelado";1;Livre
2455;sanatório;4;Livre
2456;chafariz;6;Livre
2457;"vista aérea";8;Livre
2458;"igreja matriz";3;Livre
2459;orelhão;2;Livre
2460;#seminarios2016;78;Livre
2461;#tijolo;1;Livre
2462;seminarios2016;16;Livre
2463;oca;1;Livre
2464;parqueibirapuera;1;Livre
2465;#brasíliainfoco;1;Livre
2466;bh;9;Livre
2467;vidral;1;Livre
2468;"#seminarios2016 #uberaba";0;Livre
2469;"#seminarios2016 #ura #catedral";1;Livre
2470;"#seminarios2016 #estaçao #zelandia";1;Livre
2471;grandcine;1;Livre
2472;#seminario2016;1;Livre
2473;#seminarios216;1;Livre
2474;prédios;2;Livre
2475;água;19;Livre
2476;rancho;2;Livre
2477;tablado;2;Livre
2478;#inhotim;3;Livre
2479;#brumadinho;1;Livre
2480;mg;3;Livre
2481;#ouropreto;10;Livre
2482;#mg;2;Livre
2483;#uniube;3;Livre
2484;"arquitetura e céu";2;Livre
2485;"edifício niemeyer";1;Livre
2486;"arquitetura gótica";1;Livre
2487;"igreja barroca";1;Livre
2488;aleijadinho;7;Livre
2489;"seminarios 2016";12;Livre
2490;"arquitetura barroca";17;Livre
2491;detalhes;14;Livre
2492;ornamentação;1;Livre
2493;paraty;1;Livre
2494;cores;4;Livre
2495;repetição;1;Livre
2496;prédio;24;Livre
2497;#arquiteturaeurbanismo;1;Livre
2498;#bh;1;Livre
2499;#semfiltro;1;Livre
2500;1919;2;Livre
2501;cafe;4;Livre
2502;itumbiara;2;Livre
2503;customização;1;Livre
2504;#neve;1;Livre
2505;#azul;1;Livre
2506;#branco;1;Livre
2507;#montanha;1;Livre
2508;#chile;2;Livre
2509;#panosdevidro;1;Livre
2510;#ventilacao;1;Livre
2511;#recuo;1;Livre
2512;#contemporaneo;1;Livre
2513;palmeiras;1;Livre
2514;#simple;1;Livre
2515;noturna;2;Livre
2516;"estação ferroviária";1;Livre
2517;estação;2;Livre
2518;trem;1;Livre
2519;"granito rosa";1;Livre
2520;festividade;1;Livre
2521;detalhe;28;Livre
2522;interior;47;Livre
2523;"vista geral";1;Livre
2524;"porto alegre";33;Livre
2525;"capital gaucha";31;Livre
2526;"praça montevideo";3;Livre
2527;"influencia portuguesa";3;Livre
2528;"hotel majestic";7;Livre
2529;"mario quintana";7;Livre
2530;sagrado;9;Livre
2531;panorama;2;Livre
2532;politica;2;Livre
2533;"praça matriz";8;Livre
2534;indigena;8;Livre
2535;jesuitas;7;Livre
2536;matriz;7;Livre
2537;transito;2;Livre
2538;automoveis;1;Livre
2539;"engenharia de transito";1;Livre
2540;morros;1;Livre
2541;holambra;3;Livre
2542;holanda;3;Livre
2543;imigração;6;Livre
2544;pedreira;3;Livre
2545;heliponto;2;Livre
2546;luminoso;1;Livre
2547;feira;4;Livre
2548;#pampulhachurch;1;Livre
2549;#barrocomineiro;1;Livre
2550;"telha de vidro";6;Livre
2551;quartel;9;Livre
2552;"construção esportiva";17;Livre
2553;"base militar";14;Livre
2554;"base de lançamento";14;Livre
2555;canaleta;4;Livre
2556;drenagem;1;Livre
2557;"escultura em baixo relevo";1;Livre
2558;guarda-corpo;16;Livre
2559;"forro de madeira";13;Livre
2560;"bloco cerâmico";32;Livre
2561;"painel cerâmico";54;Livre
2562;"pré-fabricado cerâmico";22;Livre
2563;"campus aeroporto";1;Livre
2564;terreno;13;Livre
2565;"sistema construtivo modular";8;Livre
2566;mutirão;1;Livre
2567;praças;4;Livre
2568;"espaços públicos";1;Livre
2569;"cidade universitária";8;Livre
2570;brinquedo;1;Livre
2571;retiro;9;Livre
2572;"chapa de aço";1;Livre
2573;"centro turístico";1;Livre
2574;"centro empresarial";5;Livre
2575;domos;2;Livre
2576;"pátio interno";5;Livre
2577;"cidade universiária";1;Livre
2578;"arquitetura moderna";94;Livre
2579;"vazio central";3;Livre
2580;"alvenaria aparente";3;Livre
2581;apoio;6;Livre
2582;articulação;1;Livre
2583;volumetria;3;Livre
2584;porto;3;Livre
2585;cais;1;Livre
2586;barcos;7;Livre
2587;embasamento;1;Livre
2588;"rodoviárias brasileiras";3;Livre
2589;"escola paulista";15;Livre
2590;palacio;5;Livre
2591;"foto noturna";3;Livre
2592;asd;2;Livre
2593;lkj;0;Livre
2594;lkjh;1;Livre
2595;volume;2;Livre
2596;venezianas;1;Livre
2597;amarelo;78;Livre
2598;vermelho;84;Livre
2599;segnini;90;Livre
2600;barretto;90;Livre
2601;caixilhos;1;Livre
2602;balanço;4;Livre
2603;residências;0;Livre
2604;decoração;1;Livre
2605;serralheria;77;Livre
2606;pendulo;0;Livre
2607;alavanca;0;Livre
2608;peso;0;Livre
2609;basculante;0;Livre
2610;modulação;24;Livre
2611;iluminação;4;Livre
2612;barillari;5;Livre
2613;"laje jardim";1;Livre
2614;metálica;3;Livre
2615;"sessão áurea";1;Livre
2616;"martinez corrêa";2;Livre
2617;"mogi das cruzes";3;Livre
2618;"igreja católica";2;Livre
2619;cascaldi;2;Livre
2620;artigas;16;Livre
2621;"fau usp";2;Livre
2622;neogótico;14;Livre
2623;"conjunto residencial";3;Livre
2624;gramado;5;Livre
2625;"parque urbano";4;Livre
2626;caminho;4;Livre
2627;"viga vazada";3;Livre
2628;"villa lobos";6;Livre
2629;esférico;2;Livre
2630;"art nouveau";35;Livre
2631;"porto maravilha";5;Livre
2632;"zona portuária";4;Livre
2633;"painéis fotovoltaicos";2;Livre
2634;mtst;4;Livre
2635;"construção colaborativa";1;Livre
2636;"estrutura esférica";1;Livre
2637;translúcido;1;Livre
2638;anfiteatro;4;Livre
2639;"mosaico  português";4;Livre
2640;"cúpula plissada";11;Livre
2641;"paço municipal";1;Livre
2642;"moisaco português";12;Livre
2643;"piso epóxi";6;Livre
2644;túnel;3;Livre
2645;totem;4;Livre
2646;"arco de ângulo reto";5;Livre
2647;"piso cimentício";6;Livre
2648;"abóbada abatida";2;Livre
2649;crqoui;2;Livre
2650;terminal;2;Livre
2651;perspectiva;9;Livre
2652;"placa solar";2;Livre
2653;igrejas;19;Livre
2654;estádios;1;Livre
2655;jk;6;Livre
2656;monumentos;2;Livre
2657;"universidade de brasília";4;Livre
2658;catetinho;2;Livre
2659;traçado;3;Livre
2660;"praça cívica";8;Livre
2661;"piso de madeira";21;Livre
2662;"cobertura de vidro";3;Livre
2663;"telhado de vidro";12;Livre
2664;expositor;15;Livre
2665;"cabo de aço";1;Livre
2666;"aço corten";3;Livre
2667;financeiro;10;Livre
2668;"aço patinável";1;Livre
2669;associação;1;Livre
2670;"viga transversal";1;Livre
2671;letreiro;16;Livre
2672;#fauusp;4;Livre
2673;"campus universitário";34;Livre
2674;quarto;8;Livre
2675;intervenção;10;Livre
2676;ruínas;27;Livre
2677;"muro de contenção";3;Livre
2678;"desenho industrial";1;Livre
2679;"telha de madeira";12;Livre
2680;"alvenaria estrutural";6;Livre
2681;declive;4;Livre
2682;entalhe;5;Livre
2683;"porta de madeira";4;Livre
2684;taipa;13;Livre
2685;"pedra sabão";3;Livre
2686;ladeira;9;Livre
2687;barco;9;Livre
2688;vela;4;Livre
2689;pelourinho;3;Livre
2690;torneira;1;Livre
2691;batente;2;Livre
2692;"feira de artesanato";0;Livre
2693;2015;4;Livre
2694;iphone;9;Livre
2695;08/2015;5;Livre
2696;ccbb;2;Livre
2697;mondrian;2;Livre
2698;belvedere;1;Livre
2699;forte;3;Livre
2700;muralha;1;Livre
2701;viveiro;1;Livre
2702;obelisco;3;Livre
2703;tubulão;5;Livre
2704;música;1;Livre
2705;"arte sacra";0;Livre
2706;nártex;3;Livre
2707;pedrisco;3;Livre
2708;representação;1;Livre
2709;"desenho técnico";16;Livre
2710;"ijair cunha";5;Livre
2711;"são josé do rio preto";3;Livre
2712;glacy;2;Livre
2713;bueno;2;Livre
2714;reparo;17;Livre
2715;mesa;5;Livre
2716;domo;26;Livre
2717;maquetaria;1;Livre
2718;oficina;3;Livre
2719;entrada;16;Livre
2720;subsolo;1;Livre
2721;térreo;3;Livre
2722;"planta baixa";27;Livre
2723;santander;1;Livre
2724;"rio grande do sul";1;Livre
2725;"arquitetura bancária";4;Livre
2726;externo;52;Livre
2727;plantas;26;Livre
2728;"desenhos técnicos";5;Livre
2729;guaiba;1;Livre
2730;"sala de jantar";10;Livre
2731;living;4;Livre
2732;"porta pivotante";1;Livre
2733;"sala de almoço";1;Livre
2734;casa~;1;Livre
2735;"cobertura plana";2;Livre
2736;lazer;200;Livre
2737;elevação;8;Livre
2738;persianas;1;Livre
2739;"faria lima";1;Livre
2740;"padrão corporativo";1;Livre
2741;sede;2;Livre
2742;empresa;1;Livre
2743;cidades;16;Livre
2744;"pão  de açúcar";1;Livre
2745;#caminhadasufsm;15;Livre
2746;caminhadasufsm;5;Livre
