id;name;count;type
3663;"casa do povo";0;Livre
3664;ciclofaixa;1;Livre
3665;"acesso interno";1;Livre
3666;"casa geminada";1;Livre
3667;caminhar/inventariar;13;Livre
3668;caminhar/inventariar_01;13;Livre
3669;estudiocedaelpaso;13;Livre
3670;caminhada;13;Livre
3671;ruderais;1;Livre
3672;exterior;1;Livre
3673;#escultura;1;Livre
3674;"casa de pedra";1;Livre
3675;verona;1;Livre
3676;guarujá;1;Livre
3677;"edificação em altura";2;Livre
3678;portinari;2;Livre
3679;"#monumento #usp #história #culturamaterial";1;Livre
3680;pontes;2;Livre
3681;"pontes pênseis";2;Livre
3682;lojas;2;Livre
3683;bares;1;Livre
3684;"barracas de praia";2;Livre
3685;restaurantes;1;Livre
3686;"carlos millan";7;Livre
3687;"roberto millan";7;Livre
3688;"modern architecture";6;Livre
3689;oscarniemeyer;6;Livre
3690;brasiliadf;6;Livre
3691;df;6;Livre
3692;cepeusp;4;Livre
3693;icfapesp;1;Livre
3694;#estrutura;1;Livre
3695;#cobertura;1;Livre
3696;"edificio clermont";5;Livre
3697;formaespaço;5;Livre
3698;rafadandrea;5;Livre
3699;brutalista;5;Livre
3700;"edificio modular";5;Livre
3701;"ruy ohtake";6;Livre
3702;#rite2024;45;Livre
3703;comunidade;14;Livre
3704;"são remo";36;Livre
3705;manjericão;1;Livre
3706;kombi;1;Livre
3707;"raízes aéreas";2;Livre
3708;"tijolo aparente";5;Livre
3709;antena;1;Livre
3710;roupas;1;Livre
3711;"instalação elétrica";8;Livre
3712;animal;1;Livre
3713;autoconstrução;6;Livre
3714;abelha;1;Livre
3715;deslizamento;1;Livre
3716;"arquitetura esportiva";0;Livre
3717;"ícaro de castro mello";0;Livre
3718;arquigrafias;10;Livre
3719;#arquigrafias;9;Livre
3720;cuaso;1;Livre
3721;"ruas da são remo";1;Livre
3722;"casa do butantã";1;Livre
3723;"casa do bandeirante";1;Livre
3724;sefardita;45;Livre
3725;"sítio do padre inácio";1;Livre
3726;amuleto;1;Livre
3727;"capela sítio santo antônio";0;Livre
3728;"são roque";0;Livre
3729;auh0238;5;Livre
3730;auh238;14;Livre
3731;"prédio público";0;Livre
3732;cau/sp;0;Livre
3733;"farol santander";1;Livre
3734;#auh238;1;Livre
3735;centrohistórico;1;Livre
3736;"fau maranhão";1;Livre
3737;"fau usp higienópolis";1;Livre
3738;"vista interna fau maranhão";1;Livre
3739;cau;1;Livre
3740;"auh 0236";1;Livre
3741;"auh 238";1;Livre
3742;se;1;Livre
3743;zumbi;1;Livre
3744;"bolsa de valores";1;Livre
3745;"praça antônio prado";1;Livre
3746;disputa;1;Livre
3747;"igreja nossa senhora do rosário dos homens pretos";1;Livre
3748;b3;1;Livre
3749;cepe;2;Livre
3750;ciclismo;0;Livre
3751;corrida;1;Livre
3752;atletismo;4;Livre
3753;névoa;0;Livre
3754;aquecimento;0;Livre
3755;velódromo;0;Livre
3756;premiação;0;Livre
3757;atletas;0;Livre
3758;crusp;0;Livre
3759;futebol;1;Livre
3760;"#sãoremo #rite2024 #madeira #calçada";1;Livre
3761;natação;0;Livre
3762;salto;1;Livre
3763;obra;0;Livre
3764;"#madeira #rite2024 #calçada";1;Livre
3765;"álvaro guião";4;Livre
3766;guião;13;Livre
3767;"dr álvaro guião";9;Livre
3768;"museu pró memória de são carlos";21;Livre
3769;"estação da fepasa";21;Livre
3770;"le corbusier";1;Livre
3771;frança;1;Livre
3772;erechim;6;Livre
3773;campo;1;Livre
3774;moradia;1;Livre
3775;"expedição marrana";43;Livre
3776;sertão;43;Livre
3777;barroco-mestiço;18;Livre
3778;ornamentos;3;Livre
3779;vazio;5;Livre
3780;remo;2;Livre
3781;navegação;2;Livre
3782;#sesc;5;Livre
3783;#sescpompeia;5;Livre
3784;#artigas;2;Livre
3785;#pompeia;2;Livre
3786;#linabobardi;2;Livre
3787;#greve;1;Livre
3788;buzinote;1;Livre
3789;competição;1;Livre
3790;aberto;4;Livre
3791;sanitário;1;Livre
3792;banho;1;Livre
3793;limpeza;1;Livre
3794;coberto;2;Livre
3795;inova;1;Livre
3796;"triangle center of sao paulo";1;Livre
3797;"centro triangular";1;Livre
3798;pef;0;Livre
3799;"casa das rosas";1;Livre
3800;"catedral metropolitana de são paulo";1;Livre
3801;"catedral da sé";1;Livre
3802;"estação da luz";1;Livre
3803;osasco;13;Livre
3804;católico;4;Livre
3805;vaso;1;Livre
3806;sino;1;Livre
3807;sinalização;1;Livre
3808;"avenida guararapes";1;Livre
3809;moderno;1;Livre
3810;"av. paulista";2;Livre
3811;"königsberger vannucchi";2;Livre
3812;mmbb;6;Livre
3813;faud;2;Livre
3814;#2025;1;Livre
3815;adinkra;21;Livre
3816;bixiga;21;Livre
3817;"arquitetura afrocentrada";21;Livre
3818;sankofa;21;Livre
3819;"história da arquitetura afrocentrada";21;Livre
3820;"#fauusp #arquitetura #vilanovaartigas";1;Livre
3821;#design;1;Livre
3822;visita;50;Livre
3823;"sala são paulo";44;Livre
3824;opera;44;Livre
3825;clássico;85;Livre
3826;"sala de concertos";44;Livre
3827;dops;19;Livre
3828;paranapiacaba;22;Livre
3829;antiga;2;Livre
3830;clássica;2;Livre
3831;simples;1;Livre
3832;mooca;1;Livre
3833;p&b;1;Livre
3834;"taipa de sebe";1;Livre
3835;"pequena vila";1;Livre
3836;palafitas;1;Livre
3837;"ilha de marajó";1;Livre
3838;"são sebastião da boa vista";1;Livre
3839;gaveta;1;Livre
3840;"presidente altino";1;Livre
3841;"escola de artes césar antonio salvi";1;Livre
3842;"dom quixote";1;Livre
3843;aut512;3;Livre
